CustomerID,Recency,Frequency,Moneytaryvalue,Rscore,Fscore,Mscore,Label,Score,Cluster
12445,23,1,133.4,3,1,1,3.01.01.0,5,4
12446,58,1,1002.3099999999998,2,1,3,2.01.03.0,6,2
12447,244,1,476.49,1,1,2,1.01.02.0,4,2
12448,45,1,449.4500000000001,3,1,2,3.01.02.0,6,4
12449,23,4,4067.2900000000013,3,3,4,3.03.04.0,10,0
12450,157,2,197.88,1,1,1,1.01.01.0,3,1
12451,11,6,8933.519999999999,4,3,4,4.03.04.0,11,0
12452,17,1,428.57000000000005,4,1,2,4.01.02.0,7,4
12453,135,1,707.0899999999999,2,1,3,2.01.03.0,6,2
12454,54,2,-5.684341886080802e-14,2,1,1,2.01.01.0,4,1
12455,74,6,2466.859999999997,2,3,4,2.03.04.0,9,3
12456,45,4,3153.889999999998,3,3,4,3.03.04.0,10,0
12457,59,9,1917.78,2,4,4,2.04.04.0,10,3
12458,72,2,947.4000000000001,2,1,3,2.01.03.0,6,2
12461,95,2,826.8800000000001,2,1,3,2.01.03.0,6,2
12462,3,4,1124.0099999999998,4,3,3,4.03.03.0,10,0
12463,47,6,1303.6299999999997,3,3,3,3.03.03.0,9,3
12464,11,7,1212.0499999999997,4,4,3,4.04.03.0,11,0
12465,8,3,733.8900000000001,4,2,3,4.02.03.0,9,4
12468,144,3,724.04,2,2,3,2.02.03.0,7,3
12471,3,39,18705.519999999942,4,4,4,4.04.04.0,12,0
12472,31,13,6229.480000000004,3,4,4,3.04.04.0,11,0
12473,30,5,2837.7299999999996,3,3,4,3.03.04.0,10,0
12474,18,26,7064.77,3,4,4,3.04.04.0,11,0
12475,54,1,723.38,2,1,3,2.01.03.0,6,2
12476,2,14,6546.580000000007,4,4,4,4.04.04.0,12,0
12477,23,9,13117.009999999993,3,4,4,3.04.04.0,11,0
12478,4,1,680.9900000000002,4,1,3,4.01.03.0,8,4
12479,4,3,477.30000000000007,4,2,2,4.02.02.0,8,4
12480,29,4,3281.6300000000015,3,3,4,3.03.04.0,10,0
12481,23,9,5574.360000000002,3,4,4,3.04.04.0,11,0
12483,18,11,2327.130000000001,3,4,4,3.04.04.0,11,0
12484,33,8,4480.870000000001,3,4,4,3.04.04.0,11,0
12488,10,3,1298.6599999999999,4,2,3,4.02.03.0,9,4
12489,337,1,334.92999999999995,1,1,2,1.01.02.0,4,2
12490,6,10,5417.9299999999985,4,4,4,4.04.04.0,12,0
12491,39,1,460.4000000000001,3,1,2,3.01.02.0,6,4
12492,64,2,263.21,2,1,1,2.01.01.0,4,1
12493,166,3,416.79,1,2,2,1.02.02.0,5,2
12494,10,11,1139.3500000000008,4,4,3,4.04.03.0,11,0
12497,82,1,1043.1,2,1,3,2.01.03.0,6,2
12498,22,2,403.7,3,1,2,3.01.02.0,6,4
12500,24,11,4206.2699999999995,3,4,4,3.04.04.0,11,0
12501,316,2,2089.68,1,1,4,1.01.04.0,6,2
12502,96,5,3723.87,2,3,4,2.03.04.0,9,3
12503,338,1,-1126.0,1,1,1,1.01.01.0,3,1
12504,19,3,114.00000000000003,3,2,1,3.02.01.0,6,4
12505,302,1,-4.5,1,1,1,1.01.01.0,3,1
12506,233,1,73.50000000000001,1,1,1,1.01.01.0,3,1
12507,135,3,1258.06,2,2,3,2.02.03.0,7,3
12508,27,2,397.88000000000005,3,1,2,3.01.02.0,6,4
12509,285,1,176.5,1,1,1,1.01.01.0,3,1
12510,143,2,982.57,2,1,3,2.01.03.0,6,2
12512,67,1,132.18000000000006,2,1,1,2.01.01.0,4,1
12513,85,2,586.7900000000001,2,1,2,2.01.02.0,5,2
12514,268,1,1017.6800000000002,1,1,3,1.01.03.0,5,2
12515,354,1,383.7,1,1,2,1.01.02.0,4,2
12516,78,2,1312.06,2,1,3,2.01.03.0,6,2
12517,29,4,2443.65,3,3,4,3.03.04.0,10,0
12518,1,5,2056.8899999999994,4,3,4,4.03.04.0,11,0
12519,64,1,330.84,2,1,2,2.01.02.0,5,2
12520,80,6,2582.5099999999998,2,3,4,2.03.04.0,9,3
12521,143,1,599.6800000000001,2,1,2,2.01.02.0,5,2
12522,40,2,192.72000000000003,3,1,1,3.01.01.0,5,4
12523,2,13,1745.5700000000006,4,4,4,4.04.04.0,12,0
12524,10,8,4485.719999999999,4,4,4,4.04.04.0,12,0
12526,1,3,1316.6600000000005,4,2,3,4.02.03.0,9,4
12527,82,3,348.71000000000004,2,2,2,2.02.02.0,6,2
12528,10,8,1922.2800000000009,4,4,4,4.04.04.0,12,0
12530,60,5,1623.6299999999994,2,3,4,2.03.04.0,9,3
12531,15,1,125.22,4,1,1,4.01.01.0,6,4
12532,31,1,349.83,3,1,2,3.01.02.0,6,4
12534,131,1,1089.18,2,1,3,2.01.03.0,6,2
12535,92,2,716.3500000000001,2,1,3,2.01.03.0,6,2
12536,8,3,4106.820000000003,4,2,4,4.02.04.0,10,0
12538,30,1,363.95,3,1,2,3.01.02.0,6,4
12539,23,4,3852.4999999999986,3,3,4,3.03.04.0,10,0
12540,20,19,13309.039999999992,3,4,4,3.04.04.0,11,0
12541,30,3,981.1800000000002,3,2,3,3.02.03.0,8,3
12544,30,2,355.7,3,1,2,3.01.02.0,6,4
12545,76,2,1000.3899999999999,2,1,3,2.01.03.0,6,2
12546,47,3,1141.5,3,2,3,3.02.03.0,8,3
12547,198,2,207.8,1,1,1,1.01.01.0,3,1
12548,167,1,95.19999999999999,1,1,1,1.01.01.0,3,1
12550,80,1,964.8299999999994,2,1,3,2.01.03.0,6,2
12551,358,1,168.0,1,1,1,1.01.01.0,3,1
12552,39,2,437.81999999999994,3,1,2,3.01.02.0,6,4
12553,9,13,3652.2500000000014,4,4,4,4.04.04.0,12,0
12556,51,2,599.5599999999997,3,1,2,3.01.02.0,6,4
12557,17,5,11990.96,4,3,4,4.03.04.0,11,0
12558,2,2,2.6645352591003757e-14,4,1,1,4.01.01.0,6,4
12559,311,2,536.2099999999999,1,1,2,1.01.02.0,4,2
12560,6,4,2101.3900000000003,4,3,4,4.03.04.0,11,0
12561,303,1,238.85,1,1,1,1.01.01.0,3,1
12562,9,7,3781.7400000000025,4,4,4,4.04.04.0,12,0
12564,262,1,456.9000000000001,1,1,2,1.01.02.0,4,2
12565,282,2,131.17,1,1,1,1.01.01.0,3,1
12566,73,2,346.70000000000005,2,1,2,2.01.02.0,5,2
12567,23,9,9114.939999999993,3,4,4,3.04.04.0,11,0
12569,3,27,4064.989999999999,4,4,4,4.04.04.0,12,0
12571,40,2,519.6099999999999,3,1,2,3.01.02.0,6,4
12572,9,3,1004.7200000000003,4,2,3,4.02.03.0,9,4
12573,228,1,160.54,1,1,1,1.01.01.0,3,1
12574,316,1,218.45000000000002,1,1,1,1.01.01.0,3,1
12576,36,6,1306.9799999999998,3,3,3,3.03.03.0,9,3
12577,36,2,564.2000000000003,3,1,2,3.01.02.0,6,4
12578,22,4,2753.3599999999988,3,3,4,3.03.04.0,10,0
12579,74,2,410.71999999999997,2,1,2,2.01.02.0,5,2
12580,247,1,415.7,1,1,2,1.01.02.0,4,2
12581,40,1,197.70999999999998,3,1,1,3.01.01.0,5,4
12582,239,2,511.3599999999999,1,1,2,1.01.02.0,4,2
12583,3,18,7187.339999999993,4,4,4,4.04.04.0,12,0
12584,4,15,1893.9500000000005,4,4,4,4.04.04.0,12,0
12585,235,4,1982.809999999999,1,3,4,1.03.04.0,8,3
12586,18,2,179.94,3,1,1,3.01.01.0,5,4
12587,8,1,144.0,4,1,1,4.01.01.0,6,4
12588,40,1,214.9,3,1,1,3.01.01.0,5,4
12589,29,2,646.6800000000001,3,1,3,3.01.03.0,7,4
12590,191,2,9861.380000000003,1,1,4,1.01.04.0,6,2
12591,318,1,452.84999999999985,1,1,2,1.01.02.0,4,2
12592,93,2,437.59999999999997,2,1,2,2.01.02.0,5,2
12593,109,3,418.09999999999997,2,2,2,2.02.02.0,6,2
12594,38,9,3320.2199999999984,3,4,4,3.04.04.0,11,0
12596,52,2,618.27,2,1,2,2.01.02.0,5,2
12597,20,5,3683.1300000000015,3,3,4,3.03.04.0,10,0
12598,10,8,3002.679999999999,4,4,4,4.04.04.0,12,0
12599,30,7,1032.5800000000006,3,4,3,3.04.03.0,10,0
12600,29,11,2581.0400000000004,3,4,4,3.04.04.0,11,0
12601,190,6,569.5600000000001,1,3,2,1.03.02.0,6,3
12602,59,1,153.12000000000003,2,1,1,2.01.01.0,4,1
12603,22,1,739.1999999999999,3,1,3,3.01.03.0,7,4
12604,80,2,254.17999999999995,2,1,1,2.01.01.0,4,1
12605,366,1,-7.5,1,1,1,1.01.01.0,3,1
12607,59,2,3.339550858072471e-13,2,1,1,2.01.01.0,4,1
12609,79,3,1126.8500000000001,2,2,3,2.02.03.0,7,3
12610,23,7,2057.9900000000007,3,4,4,3.04.04.0,11,0
12611,53,1,1193.32,2,1,3,2.01.03.0,6,2
12612,58,2,643.5900000000001,2,1,2,2.01.02.0,5,2
12613,32,4,3218.979999999998,3,3,4,3.03.04.0,10,0
12614,278,1,315.59999999999997,1,1,2,1.01.02.0,4,2
12615,3,4,2291.1900000000005,4,3,4,4.03.04.0,11,0
12616,86,5,657.25,2,3,3,2.03.03.0,8,3
12617,30,1,352.9800000000002,3,1,2,3.01.02.0,6,4
12618,22,1,177.31,3,1,1,3.01.01.0,5,4
12619,17,12,3214.81,4,4,4,4.04.04.0,12,0
12620,15,3,1339.4099999999999,4,2,3,4.02.03.0,9,4
12621,2,20,13612.069999999998,4,4,4,4.04.04.0,12,0
12622,233,1,180.09999999999997,1,1,1,1.01.01.0,3,1
12623,277,1,305.1,1,1,2,1.01.02.0,4,2
12624,107,2,641.1300000000001,2,1,2,2.01.02.0,5,2
12625,212,3,2614.3199999999997,1,2,4,1.02.04.0,7,3
12626,24,13,6388.3499999999985,3,4,4,3.04.04.0,11,0
12627,11,7,4478.53,4,4,4,4.04.04.0,12,0
12628,5,4,769.6099999999998,4,3,3,4.03.03.0,10,0
12630,10,2,1270.8799999999999,4,1,3,4.01.03.0,8,4
12631,58,1,640.5000000000002,2,1,2,2.01.02.0,5,2
12633,59,5,2140.6299999999997,2,3,4,2.03.04.0,9,3
12635,90,2,1689.18,2,1,4,2.01.04.0,7,2
12637,68,8,5934.250000000001,2,4,4,2.04.04.0,10,3
12638,34,1,671.69,3,1,3,3.01.03.0,7,4
12639,239,1,486.09999999999997,1,1,2,1.01.02.0,4,2
12640,24,3,1174.58,3,2,3,3.02.03.0,8,3
12641,116,1,185.9,2,1,1,2.01.01.0,4,1
12642,26,3,1013.26,3,2,3,3.02.03.0,8,3
12643,129,5,3344.6400000000003,2,3,4,2.03.04.0,9,3
12644,130,1,477.9100000000001,2,1,2,2.01.02.0,5,2
12645,34,5,1755.3800000000006,3,3,4,3.03.04.0,10,0
12646,5,2,1346.9700000000003,4,1,3,4.01.03.0,8,4
12647,23,12,3669.9200000000005,3,4,4,3.04.04.0,11,0
12648,155,1,318.05,1,1,2,1.01.02.0,4,2
12649,108,3,603.7099999999999,2,2,2,2.02.02.0,6,2
12650,4,1,314.44,4,1,2,4.01.02.0,7,4
12651,335,1,114.00000000000003,1,1,1,1.01.01.0,3,1
12652,323,2,914.5299999999997,1,1,3,1.01.03.0,5,2
12653,149,2,2209.8500000000004,1,1,4,1.01.04.0,6,2
12654,11,4,601.98,4,3,2,4.03.02.0,9,4
12656,18,8,3982.720000000002,3,4,4,3.04.04.0,11,0
12657,12,3,1152.06,4,2,3,4.02.03.0,9,4
12658,19,1,686.0500000000002,3,1,3,3.01.03.0,7,4
12659,30,1,91.68,3,1,1,3.01.01.0,5,4
12660,12,1,245.10000000000002,4,1,1,4.01.01.0,6,4
12662,1,11,3817.079999999998,4,4,4,4.04.04.0,12,0
12664,9,9,4863.879999999999,4,4,4,4.04.04.0,12,0
12665,325,2,61.75,1,1,1,1.01.01.0,3,1
12666,360,1,-227.44,1,1,1,1.01.01.0,3,1
12667,59,1,620.13,2,1,2,2.01.02.0,5,2
12668,8,6,3743.180000000002,4,3,4,4.03.04.0,11,0
12669,151,3,1607.7300000000002,1,2,3,1.02.03.0,6,2
12670,11,6,2986.1500000000005,4,3,4,4.03.04.0,11,0
12672,330,1,225.9,1,1,1,1.01.01.0,3,1
12673,6,2,610.52,4,1,2,4.01.02.0,7,4
12674,12,7,1922.2600000000002,4,4,4,4.04.04.0,12,0
12676,25,6,1331.3900000000006,3,3,3,3.03.03.0,9,3
12678,43,10,17588.260000000002,3,4,4,3.04.04.0,11,0
12679,53,8,1058.67,2,4,3,2.04.03.0,9,3
12680,1,4,862.81,4,3,3,4.03.03.0,10,0
12681,15,24,13677.59,4,4,4,4.04.04.0,12,0
12682,4,27,12279.819999999998,4,4,4,4.04.04.0,12,0
12683,5,16,8221.09,4,4,4,4.04.04.0,12,0
12684,8,7,2283.6299999999997,4,4,4,4.04.04.0,12,0
12685,29,6,2863.0800000000004,3,3,4,3.03.04.0,10,0
12686,372,1,89.14,1,1,1,1.01.01.0,3,1
12688,114,1,4873.810000000005,2,1,4,2.01.04.0,7,2
12689,26,2,1247.61,3,1,3,3.01.03.0,7,4
12690,206,1,389.00999999999993,1,1,2,1.01.02.0,4,2
12691,29,6,1035.8,3,3,3,3.03.03.0,9,3
12693,121,6,830.9599999999997,2,3,3,2.03.03.0,8,3
12694,71,2,869.6699999999998,2,1,3,2.01.03.0,6,2
12695,8,4,582.1,4,3,2,4.03.02.0,9,4
12697,22,5,939.02,3,3,3,3.03.03.0,9,3
12700,8,4,4867.990000000006,4,3,4,4.03.04.0,11,0
12701,80,2,797.7099999999999,2,1,3,2.01.03.0,6,2
12702,20,1,219.0,3,1,1,3.01.01.0,5,4
12703,65,2,274.69999999999993,2,1,1,2.01.01.0,4,1
12704,8,7,2220.84,4,4,4,4.04.04.0,12,0
12705,16,13,6814.240000000004,4,4,4,4.04.04.0,12,0
12707,292,1,603.42,1,1,2,1.01.02.0,4,2
12708,30,16,2616.320000000001,3,4,4,3.04.04.0,11,0
12709,4,26,9264.099999999995,4,4,4,4.04.04.0,12,0
12710,97,4,1130.5700000000006,2,3,3,2.03.03.0,8,3
12712,23,17,4241.629999999999,3,4,4,3.04.04.0,11,0
12713,1,1,848.5499999999998,4,1,3,4.01.03.0,8,4
12714,10,5,4708.859999999994,4,3,4,4.03.04.0,11,0
12715,107,1,343.35999999999996,2,1,2,2.01.02.0,5,2
12716,4,2,1053.4899999999996,4,1,3,4.01.03.0,8,4
12717,152,2,980.98,1,1,3,1.01.03.0,5,2
12718,72,1,238.25000000000003,2,1,1,2.01.01.0,4,1
12719,6,3,608.0999999999999,4,2,2,4.02.02.0,8,4
12720,3,24,5713.280000000002,4,4,4,4.04.04.0,12,0
12721,32,7,2628.980000000001,3,4,4,3.04.04.0,11,0
12722,86,6,904.33,2,3,3,2.03.03.0,8,3
12723,4,3,725.0699999999998,4,2,3,4.02.03.0,9,4
12724,6,4,1031.4099999999999,4,3,3,4.03.03.0,10,0
12725,372,1,427.79999999999995,1,1,2,1.01.02.0,4,2
12726,29,7,2609.1000000000004,3,4,4,3.04.04.0,11,0
12727,11,7,3947.7000000000003,4,4,4,4.04.04.0,12,0
12728,72,4,836.3299999999999,2,3,3,2.03.03.0,8,3
12729,114,1,453.0100000000001,2,1,2,2.01.02.0,5,2
12731,24,13,18793.410000000007,3,4,4,3.04.04.0,11,0
12732,180,1,236.2600000000001,1,1,1,1.01.01.0,3,1
12733,235,1,383.95,1,1,2,1.01.02.0,4,2
12734,353,1,110.39999999999999,1,1,1,1.01.01.0,3,1
12735,316,2,779.5699999999997,1,1,3,1.01.03.0,5,2
12736,333,1,234.00000000000003,1,1,1,1.01.01.0,3,1
12738,373,1,155.35,1,1,1,1.01.01.0,3,1
12739,79,2,1013.0400000000001,2,1,3,2.01.03.0,6,2
12740,64,1,427.5999999999999,2,1,2,2.01.02.0,5,2
12743,135,1,540.1299999999998,2,1,2,2.01.02.0,5,2
12744,52,6,9120.39,2,3,4,2.03.04.0,9,3
12747,3,11,4196.010000000001,4,4,4,4.04.04.0,12,0
12748,1,115,28405.560000000372,4,4,4,4.04.04.0,12,0
12749,4,7,3868.2000000000016,4,4,4,4.04.04.0,12,0
12750,129,1,275.88,2,1,1,2.01.01.0,4,1
12752,82,1,4366.779999999999,2,1,4,2.01.04.0,7,2
12753,4,10,21024.010000000002,4,4,4,4.04.04.0,12,0
12754,236,3,2949.12,1,2,4,1.02.04.0,7,3
12755,250,4,2203.1999999999994,1,3,4,1.03.04.0,8,3
12756,87,1,112.08000000000001,2,1,1,2.01.01.0,4,1
12757,16,10,4205.250000000004,4,4,4,4.04.04.0,12,0
12758,117,2,2791.590000000001,2,1,4,2.01.04.0,7,2
12759,53,3,1531.4400000000007,2,2,3,2.02.03.0,7,3
12762,8,2,1898.5200000000004,4,1,4,4.01.04.0,9,4
12763,139,2,494.08,2,1,2,2.01.02.0,5,2
12764,317,1,1693.8800000000003,1,1,4,1.01.04.0,6,2
12766,4,7,6989.629999999999,4,4,4,4.04.04.0,12,0
12769,239,1,1143.6000000000001,1,1,3,1.01.03.0,5,2
12770,211,1,1351.4499999999998,1,1,3,1.01.03.0,5,2
12772,60,1,892.4700000000004,2,1,3,2.01.03.0,6,2
12775,18,6,1351.2400000000002,3,3,3,3.03.03.0,9,3
12778,20,6,804.2300000000001,3,3,3,3.03.03.0,9,3
12779,22,11,3868.700000000003,3,4,4,3.04.04.0,11,0
12781,22,4,707.72,3,3,3,3.03.03.0,9,3
12782,5,6,2273.3200000000015,4,3,4,4.03.04.0,11,0
12783,3,5,1603.8699999999997,4,3,3,4.03.03.0,10,0
12784,10,2,532.8199999999999,4,1,2,4.01.02.0,7,4
12785,3,2,305.71,4,1,2,4.01.02.0,7,4
12787,10,3,463.65999999999997,4,2,2,4.02.02.0,8,4
12789,66,1,91.85000000000001,2,1,1,2.01.01.0,4,1
12790,193,1,324.9200000000001,1,1,2,1.01.02.0,4,2
12791,374,1,192.60000000000002,1,1,1,1.01.01.0,3,1
12792,257,1,400.54,1,1,2,1.01.02.0,4,2
12793,335,2,545.48,1,1,2,1.01.02.0,4,2
12794,54,2,860.4099999999999,2,1,3,2.01.03.0,6,2
12795,19,1,430.4800000000001,3,1,2,3.01.02.0,6,4
12797,361,2,194.18,1,1,1,1.01.01.0,3,1
12798,11,3,6977.039999999999,4,2,4,4.02.04.0,10,0
12802,184,2,412.5799999999999,1,1,2,1.01.02.0,4,2
12808,37,3,483.65000000000015,3,2,2,3.02.02.0,7,4
12809,169,2,484.36,1,1,2,1.01.02.0,4,2
12811,261,3,514.85,1,2,2,1.02.02.0,5,2
12812,45,1,229.63999999999993,3,1,1,3.01.01.0,5,4
12814,102,1,125.92,2,1,1,2.01.01.0,4,1
12815,148,2,1063.46,1,1,3,1.01.03.0,5,2
12816,96,2,572.2,2,1,2,2.01.02.0,5,2
12817,282,1,166.04,1,1,1,1.01.01.0,3,1
12818,179,2,1517.8799999999999,1,1,3,1.01.03.0,5,2
12820,4,4,942.3399999999999,4,3,3,4.03.03.0,10,0
12821,215,1,92.72,1,1,1,1.01.01.0,3,1
12822,71,3,918.9799999999999,2,2,3,2.02.03.0,7,3
12823,75,5,1759.5,2,3,4,2.03.04.0,9,3
12824,60,1,397.11999999999995,2,1,2,2.01.02.0,5,2
12826,3,8,1468.1199999999997,4,4,3,4.04.03.0,11,0
12827,6,3,430.15,4,2,2,4.02.02.0,8,4
12828,3,6,1018.7100000000003,4,3,3,4.03.03.0,10,0
12829,323,3,253.05,1,2,1,1.02.01.0,4,1
12830,38,6,6748.4000000000015,3,3,4,3.03.04.0,10,0
12831,263,1,215.05,1,1,1,1.01.01.0,3,1
12832,33,2,383.03000000000003,3,1,2,3.01.02.0,6,4
12833,146,1,417.37999999999994,1,1,2,1.01.02.0,4,2
12834,283,1,312.38,1,1,2,1.01.02.0,4,2
12836,60,4,2610.3599999999988,2,3,4,2.03.04.0,9,3
12837,174,1,134.1,1,1,1,1.01.01.0,3,1
12838,34,2,671.9499999999995,3,1,3,3.01.03.0,7,4
12839,3,16,5583.620000000003,4,4,4,4.04.04.0,12,0
12840,144,6,2714.269999999999,2,3,4,2.03.04.0,9,3
12841,5,24,3845.6299999999983,4,4,4,4.04.04.0,12,0
12842,71,2,1118.99,2,1,3,2.01.03.0,6,2
12843,66,8,1680.76,2,4,4,2.04.04.0,10,3
12844,30,2,325.9599999999999,3,1,2,3.01.02.0,6,4
12845,268,4,354.09000000000003,1,3,2,1.03.02.0,6,3
12847,23,1,843.6399999999999,3,1,3,3.01.03.0,7,4
12849,32,2,1010.2899999999998,3,1,3,3.01.03.0,7,4
12851,97,1,131.80999999999997,2,1,1,2.01.01.0,4,1
12852,291,2,299.75,1,1,2,1.01.02.0,4,2
12853,108,6,1881.6999999999998,2,3,4,2.03.04.0,9,3
12854,79,3,1280.9000000000003,2,2,3,2.02.03.0,7,3
12855,373,1,38.1,1,1,1,1.01.01.0,3,1
12856,8,7,2153.530000000001,4,4,4,4.04.04.0,12,0
12857,211,2,1106.4000000000003,1,1,3,1.01.03.0,5,2
12863,53,2,504.20000000000005,2,1,2,2.01.02.0,5,2
12864,139,1,147.12,2,1,1,2.01.01.0,4,1
12865,27,3,1548.0699999999993,3,2,3,3.02.03.0,8,3
12866,284,1,559.1199999999999,1,1,2,1.01.02.0,4,2
12867,27,7,3958.7399999999952,3,4,4,3.04.04.0,11,0
12868,186,6,1607.0600000000009,1,3,3,1.03.03.0,7,3
12870,367,1,-14.899999999999999,1,1,1,1.01.01.0,3,1
12871,85,2,380.64000000000004,2,1,2,2.01.02.0,5,2
12872,327,2,599.9699999999998,1,1,2,1.01.02.0,4,2
12873,283,1,374.0,1,1,2,1.01.02.0,4,2
12875,144,2,343.2300000000001,2,1,2,2.01.02.0,5,2
12876,58,2,2218.0200000000004,2,1,4,2.01.04.0,7,2
12877,4,12,1535.7700000000007,4,4,3,4.04.03.0,11,0
12878,19,3,841.6399999999999,3,2,3,3.02.03.0,8,3
12879,45,4,552.57,3,3,2,3.03.02.0,8,3
12881,276,1,298.0,1,1,2,1.01.02.0,4,2
12882,10,2,1463.0399999999995,4,1,3,4.01.03.0,8,4
12883,25,2,703.4700000000001,3,1,3,3.01.03.0,7,4
12884,89,1,309.05000000000007,2,1,2,2.01.02.0,5,2
12885,64,3,1158.2699999999995,2,2,3,2.02.03.0,7,3
12886,68,3,1351.0900000000001,2,2,3,2.02.03.0,7,3
12888,215,4,313.77,1,3,2,1.03.02.0,6,3
12890,25,1,376.7199999999999,3,1,2,3.01.02.0,6,4
